name,team,position,ovr,spd,str,agi,awr,acc,jmp,cod
Tim Milstead,ARIZONA STATE,SS,69,88,66,85,,91,85,85
Albert Smith Iii,ARIZONA STATE,LEDG,68,86,65,86,,92,87,83
Brandon Stackhouse,ARIZONA STATE,WILL,68,79,79,82,,88,83,77
Jarmaine Mitchell,ARIZONA STATE,RT,68,69,79,76,,78,80,65
Makua Pule,ARIZONA STATE,C,68,65,83,68,,74,69,54
Prayer Young-Blackgoat,ARIZONA STATE,MIKE,68,78,73,76,,83,84,75
Salesi Manu,ARIZONA STATE,REDG,68,79,65,77,,89,83,80
Hyrum Vaeono,ARIZONA STATE,DT,67,67,82,69,,75,65,64
Isaiah Iosefa,ARIZONA STATE,WILL,67,83,65,81,,86,84,77
Ja'Mario Van Dyke,ARIZONA STATE,SS,67,90,57,91,,92,88,92
Reed Loper,ARIZONA STATE,RG,67,60,86,72,,74,73,62
Tommy Goldberg,ARIZONA STATE,QB,67,83,66,88,,86,82,85
Quincy Rhodes Jr.,ARKANSAS,LEDG,90,80,88,77,,86,81,69
Braylen Russell,ARKANSAS,HB,86,88,85,82,,87,83,80
Jamari Hawkins,ARKANSAS,WR,85,90,59,93,,93,88,92
Malachi Breland,ARKANSAS,LG,85,55,92,52,,64,58,48
Sutton Smith,ARKANSAS,HB,85,93,65,92,,94,89,90
Carter Stoutmire,ARKANSAS,FS,83,88,75,87,,89,89,84
Donovan Faupel,ARKANSAS,WR,83,89,65,88,,91,90,85
Jahlem Johnson,ARKANSAS,CB,83,88,59,90,,90,87,89
Kobe Branham,ARKANSAS,RG,82,58,93,59,,65,58,52
Bradley Shaw,ARKANSAS,MIKE,81,83,81,81,,86,85,78
Chris Marshall,ARKANSAS,WR,81,91,74,89,,90,92,86
David Oke,ARKANSAS,DT,81,66,87,61,,73,72,56
Todd Lehmann,ARKANSAS,K,81,74,47,70,,73,57,71
Bryant Williams,ARKANSAS,LT,80,57,88,55,,68,69,47
Jaden Platt,ARKANSAS,TE,80,80,79,79,,84,87,74
John Howse Iv,ARKANSAS,SS,80,86,67,86,,89,83,84
Miguel Mitchell,ARKANSAS,SS,80,87,69,85,,90,86,85
Cj Brown,ARKANSAS,WR,79,94,68,87,,92,91,88
Anthony Tallons,ARKANSAS,HB,78,86,81,83,,90,81,83
Caden Kitler,ARKANSAS,C,78,59,94,69,,71,73,51
Charlie Collins,ARKANSAS,REDG,78,79,82,77,,85,82,70
Jelani Watkins,ARKANSAS,WR,78,97,45,95,,98,93,94
La'Khi Roland,ARKANSAS,CB,78,89,67,87,,92,92,86
Hunter Osborne,ARKANSAS,DT,77,72,83,70,,82,84,64
Ismael Cisse,ARKANSAS,WR,77,90,61,89,,90,87,87
Khmori House,ARKANSAS,WILL,77,84,67,87,,91,85,81
Trent Harrington,ARKANSAS,WR,77,88,65,84,,89,84,83
Ben Bogle,ARKANSAS,MIKE,76,79,79,77,,83,78,75
Braydon Lee,ARKANSAS,CB,76,92,57,90,,93,88,87
Christian Harrison,ARKANSAS,SS,76,89,63,88,,92,91,87
Courtney Crutchfield,ARKANSAS,WR,76,92,64,90,,91,92,90
James Kandles,ARKANSAS,LEDG,76,73,83,75,,81,77,64
Jamonta Waller,ARKANSAS,REDG,76,82,80,80,,90,86,78
Shelton Lewis,ARKANSAS,CB,76,91,59,91,,94,93,89
Steven Soles Jr.,ARKANSAS,REDG,76,83,72,78,,84,78,75
Xadavien Sims,ARKANSAS,DT,76,73,84,74,,83,77,64
Cam Settles,ARKANSAS,HB,75,90,67,86,,91,88,85
Carlon Jones,ARKANSAS,DT,75,68,82,62,,75,76,56
Jasper Parker,ARKANSAS,HB,75,89,65,85,,89,85,85
Max Gilbert,ARKANSAS,K,75,57,53,60,,55,76,59
Terence Roberson Jr.,ARKANSAS,RT,75,67,86,66,,74,64,60
Ja'Quavion Smith,ARKANSAS,WILL,74,84,75,83,,87,79,82
Josiah Clemons,ARKANSAS,RT,74,54,90,49,,67,74,46
Kavion Broussard,ARKANSAS,RT,74,68,83,77,,82,79,65
Kj Jackson,ARKANSAS,QB,74,84,64,89,,88,83,87
Phoenix Jackson,ARKANSAS,MIKE,73,77,71,78,,86,80,76
Aj Hill,ARKANSAS,QB,72,82,72,84,,84,85,82
Ian Williams,ARKANSAS,FS,72,86,63,85,,88,85,82
Trajen Odom,ARKANSAS,LEDG,72,68,84,66,,74,76,61
Wyatt Simmons,ARKANSAS,WILL,72,82,79,82,,87,84,77
Brooks Edmonson,ARKANSAS,RG,71,51,91,52,,61,59,48
Erick Cranford,ARKANSAS,FS,71,89,66,87,,93,88,87
Gavin Rush,ARKANSAS,P,71,55,60,52,,56,66,50
Geno Jones,ARKANSAS,LG,71,61,87,73,,75,72,51
Keiundre Johnson,ARKANSAS,LEDG,71,80,73,76,,85,79,71
Kyeaure Magloire,ARKANSAS,CB,71,87,67,86,,87,87,83
Madd0X Lassiter,ARKANSAS,TE,71,83,62,81,,85,90,84
Tay Lockett,ARKANSAS,SS,71,85,58,86,,89,88,85
Ty Lockwood,ARKANSAS,TE,71,80,79,81,,86,85,75
Tyler Scott,ARKANSAS,CB,71,86,63,84,,89,89,82
Adam Hawkes,ARKANSAS,LT,70,58,85,55,,67,64,53
Braeden Fuller,ARKANSAS,QB,70,76,64,80,,82,80,77
Clint Mcclung,ARKANSAS,QB,70,83,69,88,,87,81,86
Markeylin Batton,ARKANSAS,HB,70,88,57,88,,90,85,85
Reginald Colebrook,ARKANSAS,DT,70,69,84,69,,83,79,58
Warren Abraham,ARKANSAS,P,70,69,53,63,,69,81,65
Mack Rodgers-Mint,ARKANSAS,REDG,69,76,78,76,,85,80,70
Davis Simmons,ARKANSAS,REDG,68,76,76,78,,86,82,73
Jaron Powell,ARKANSAS,RG,68,55,89,69,,58,67,50
Jeremy Evans,ARKANSAS,MIKE,68,90,75,77,,88,80,72
Kent Moore,ARKANSAS,SS,68,89,59,89,,93,87,89
Geoff Hedges,ARKANSAS,LT,67,55,90,65,,64,68,60
Kash Courtney,ARKANSAS,C,67,70,79,69,,75,75,63
Matt Adcock,ARKANSAS,TE,67,74,75,74,,76,78,68
Tristian Smith,ARKANSAS STATE,LG,87,66,92,64,,75,66,57
Chauncy Cobb,ARKANSAS STATE,WR,85,93,43,91,,94,87,89
Devin Spencer,ARKANSAS STATE,HB,81,89,63,87,,91,87,86
Five Hamilton,ARKANSAS STATE,SS,81,89,56,90,,93,88,89
Kenyon Clay,ARKANSAS STATE,HB,81,86,77,79,,88,81,77
Hunter Summers,ARKANSAS STATE,WR,80,89,42,89,,91,85,88
Wil Saxton,ARKANSAS STATE,RG,79,62,87,61,,73,60,57
Clune Van Andel,ARKANSAS STATE,K,78,62,39,55,,62,74,51
Mason Myers,ARKANSAS STATE,C,77,63,85,63,,72,73,54
Shakai Woods,ARKANSAS STATE,DT,77,67,80,64,,77,72,58
Ben Forbes,ARKANSAS STATE,K,75,73,43,70,,71,70,70
Brandon Barnes Jr.,ARKANSAS STATE,FS,75,87,56,87,,89,88,85
Nana Burris,ARKANSAS STATE,WR,75,88,63,87,,89,88,88
Alex Colbert,ARKANSAS STATE,P,74,69,56,66,,68,69,67
Dontrae Henderson,ARKANSAS STATE,CB,74,88,59,89,,92,87,88
Ethan Crawford,ARKANSAS STATE,QB,74,85,69,85,,88,80,83
Manasse Itete,ARKANSAS STATE,LT,74,67,85,65,,81,79,54
Trey Owens,ARKANSAS STATE,QB,74,77,79,77,,81,79,75
Jaylen Bonelli,ARKANSAS STATE,WR,73,89,44,87,,87,83,84
Mike Pollard,ARKANSAS STATE,REDG,73,76,72,78,,86,83,73
Ryan Reese,ARKANSAS STATE,DT,73,70,79,69,,77,78,65
Tyler Little,ARKANSAS STATE,TE,73,76,75,79,,82,82,74
Aleric Watson,ARKANSAS STATE,RT,72,63,83,60,,72,67,51
Baker North,ARKANSAS STATE,RG,72,61,84,57,,67,64,44
Brandon Greil,ARKANSAS STATE,SS,72,85,60,84,,87,84,82
Dd Murray,ARKANSAS STATE,HB,72,88,65,85,,88,80,82
Jabari Bush,ARKANSAS STATE,TE,72,81,61,89,,87,85,73
Noah Flores,ARKANSAS STATE,CB,72,85,60,87,,91,84,85
Tyeland Coleman,ARKANSAS STATE,DT,72,64,83,58,,73,75,55
Anthony Williams,ARKANSAS STATE,RT,71,61,83,76,,77,74,56
James Reed Iii,ARKANSAS STATE,CB,71,86,61,83,,89,82,81
Jaylen Heyward,ARKANSAS STATE,FS,71,95,58,92,,94,90,91
Parris Bowden,ARKANSAS STATE,WR,71,91,54,92,,93,89,93
Boski Barrett,ARKANSAS STATE,WR,70,91,48,90,,93,87,87
Drew Dickey,ARKANSAS STATE,QB,70,77,71,79,,82,74,79
Kam Moore,ARKANSAS STATE,MIKE,70,82,68,82,,87,84,79
Randall Calloway,ARKANSAS STATE,CB,70,88,64,87,,89,84,85
Rashaun Coleman,ARKANSAS STATE,QB,70,84,59,87,,88,83,85
Russ Freeman,ARKANSAS STATE,WILL,70,82,63,86,,91,85,82
Ryan Rivers,ARKANSAS STATE,QB,70,73,62,73,,78,71,71
Sam Hultz,ARKANSAS STATE,DT,70,65,82,55,,71,60,52
Tanner North,ARKANSAS STATE,RT,70,60,85,75,,75,72,55
Aj Thomas,ARKANSAS STATE,REDG,69,75,78,75,,80,81,71
Makai Shahid,ARKANSAS STATE,FS,69,88,58,88,,90,86,87
Cameron Ambrose,ARKANSAS STATE,RT,68,61,82,59,,72,68,54
Danny Vuckovic,ARKANSAS STATE,P,68,54,52,56,,54,64,45
Jaden Hamm,ARKANSAS STATE,TE,68,77,76,80,,87,83,73
Jason Beaver,ARKANSAS STATE,LG,68,51,91,62,,61,60,52
Landry Cannon,ARKANSAS STATE,RG,68,54,85,57,,68,65,52
Nigel Nelson,ARKANSAS STATE,MIKE,68,80,72,78,,84,82,75
Pat Fargas,ARKANSAS STATE,WILL,68,80,69,83,,89,83,80
Sultan Badmus,ARKANSAS STATE,LEDG,68,72,77,72,,83,82,70
Talan Chandler,ARKANSAS STATE,LG,68,63,82,75,,79,73,60
Tj Spann,ARKANSAS STATE,DT,68,72,76,75,,75,72,70
Tony Carter,ARKANSAS STATE,LEDG,68,72,75,68,,79,77,63
Gabe Fortson,ARKANSAS STATE,C,67,57,87,69,,68,68,56
Hayden O'Neal,ARKANSAS STATE,WILL,67,78,69,81,,87,82,76
Henry Cooper,ARKANSAS STATE,LEDG,67,69,82,69,,74,69,59
Kenny Lowry,ARKANSAS STATE,TE,67,75,72,78,,85,80,73
Kyle Williams,ARKANSAS STATE,CB,67,84,55,83,,87,79,79
Rashaud Lawson,ARKANSAS STATE,FS,67,86,68,83,,89,80,82
Romel Stevens,ARKANSAS STATE,WR,67,86,72,81,,87,91,82
Thaddeus Donaldson,ARKANSAS STATE,REDG,67,75,71,76,,86,80,71
Trevor Hatchett,ARKANSAS STATE,HB,67,88,61,86,,94,84,88
Brady Small,ARMY,C,90,75,91,77,,83,67,66
Teddy Williams,ARMY,RT,86,73,88,75,,81,68,68
Cale Hellums,ARMY,QB,84,85,72,87,,89,79,86
Jaydan Mayes,ARMY,CB,84,90,62,90,,92,91,88
Jack Bousum,ARMY,REDG,83,80,84,76,,86,80,71
Kody Harris-Miller,ARMY,DT,82,66,86,62,,74,67,55
Stephen Nnadozie,ARMY,FS,80,88,64,85,,91,87,80
Jake Rendina,ARMY,FB,79,79,82,74,,81,68,71
Henry Appleton,ARMY,LT,78,66,83,65,,75,58,57
Jaxon Hammond,ARMY,CB,77,92,53,91,,94,89,89
Aden Self,ARMY,HB,76,85,80,81,,87,81,80
Godspoower Nwawuihe,ARMY,HB,76,88,73,85,,90,85,83
Brady Anderson,ARMY,WR,75,88,72,86,,90,88,84
Dawson Jones,ARMY,K,75,62,53,64,,63,55,54
Gordon Ellington,ARMY,P,75,69,57,63,,71,64,65
Samari Howard,ARMY,HB,75,89,60,87,,92,83,85
Carson Smith,ARMY,FB,74,80,81,79,,85,76,78
James Wagenseller,ARMY,P,74,65,68,54,,65,67,45
Zach Mundell,ARMY,HB,74,82,57,85,,88,81,83
Hugo Smallwood,ARMY,HB,73,86,72,83,,89,82,84
Cole Searight,ARMY,SAM,72,84,71,86,,86,84,81
Tobi Olawole,ARMY,WR,72,91,67,88,,92,92,86
Brandon Wraalstad,ARMY,RG,71,65,82,70,,75,72,57
Bryson Banks,ARMY,MIKE,71,79,78,76,,85,74,73
Caleb Williams,ARMY,SS,71,86,61,84,,89,84,77
Kyle Kloska,ARMY,LG,71,65,86,60,,73,76,55
Noah Nixon,ARMY,LEDG,71,77,72,76,,82,79,73
Bryson Luter,ARMY,QB,70,81,62,80,,84,88,85
Christian Yousefzadeh,ARMY,LEDG,70,79,74,76,,85,81,68
Cj Martin,ARMY,SAM,70,86,62,85,,90,89,84
Dillon Stowers,ARMY,DT,70,69,74,66,,78,75,56
Lane Parks,ARMY,LG,70,58,88,56,,67,61,50
Tim Kloska,ARMY,HB,70,82,80,79,,86,83,76
Tyler Lee,ARMY,RT,70,61,87,55,,69,66,50
Brady Mdtt,ARMY,HB,69,84,79,83,,85,84,79
Christopher Williams,ARMY,SS,69,85,59,83,,88,80,80
Stroman Bridges,ARMY,CB,69,87,57,84,,89,84,84
Ethan Washington,ARMY,QB,68,83,59,83,,87,84,83
Grayson Baker,ARMY,LEDG,68,72,74,73,,78,78,65
Javon Smith,ARMY,DT,68,67,74,65,,72,77,56
Jay Stanton,ARMY,HB,68,88,67,86,,92,83,88
Parker Poloskey,ARMY,TE,68,77,77,75,,82,79,72
Cael Newton,ARMY,REDG,67,75,73,72,,84,76,66
Devan Moss,ARMY,CB,67,87,45,86,,89,83,83
Julian Porter,ARMY,CB,67,86,53,85,,88,83,82
Larry Pickett Jr.,ARMY,FS,67,85,58,84,,87,84,81
Tex Brannan,ARMY,TE,67,76,70,76,,81,72,70
Xavier Atkins,AUBURN,WILL,91,90,75,90,,95,87,85
Byrum Brown,AUBURN,QB,89,87,79,90,,90,85,88
Jeremiah Cobb,AUBURN,HB,88,92,68,92,,94,87,91
Keshaun Singleton,AUBURN,WR,88,89,79,91,,91,93,86
Bryson Washington,AUBURN,HB,87,89,77,87,,93,87,86
Rayshawn Pleasant,AUBURN,CB,85,92,55,89,,93,90,88
Alex Mcpherson,AUBURN,K,84,74,39,67,,73,74,65
Dallas Walker Iv,AUBURN,DT,84,59,94,52,,71,72,46
Cody Sigler,AUBURN,DT,83,71,86,68,,80,77,60
Allen Patton,AUBURN,P,82,71,51,71,,74,59,73
Andre Jordan Jr.,AUBURN,CB,82,92,57,90,,93,92,89
Chas Nimrod,AUBURN,WR,82,90,66,89,,92,91,87
Cole Best,AUBURN,C,82,60,91,57,,69,68,54
Jake Johnson,AUBURN,TE,82,84,70,87,,89,89,82
Malik Autry,AUBURN,DT,82,61,93,57,,70,71,51
Bryce Cain,AUBURN,WR,81,93,49,94,,95,93,94
Da'Shawn Wdmack,AUBURN,REDG,81,79,86,79,,88,86,67
Jeremiah Koger,AUBURN,WR,81,91,69,87,,90,90,86
Stanton Ramil,AUBURN,LT,81,64,88,62,,75,71,55
Jared Smith,AUBURN,LEDG,80,82,83,84,,87,85,73
Kaleb Harris,AUBURN,SS,80,90,71,87,,91,90,86
Omar Mabson Ii,AUBURN,HB,80,90,74,85,,92,88,85
Quincy Bellows,AUBURN,HB,80,90,73,90,,94,88,90
Christian Neptune,AUBURN,WR,79,89,57,88,,92,87,86
Doug Stein,AUBURN,K,79,72,48,68,,70,76,69
Dwight Westerman,AUBURN,K,79,72,48,71,,75,63,72
Jourdin Crawford,AUBURN,DT,79,71,87,66,,79,73,60
Nate Johnson,AUBURN,LEDG,79,79,81,77,,84,81,70
Nykahi Davenport,AUBURN,HB,79,86,78,83,,90,80,80
Tae Meadows,AUBURN,HB,79,89,67,87,,92,86,87
Arlis Boardingham,AUBURN,TE,78,85,69,81,,87,90,75
Jonathan Echols,AUBURN,TE,78,83,71,84,,88,87,79
Blake Woodby,AUBURN,CB,77,94,41,95,,95,92,92
Jack Leyrer,AUBURN,LG,77,60,87,57,,69,73,51
Jacob Strand,AUBURN,LT,77,65,83,64,,79,77,55
Jacobe Ward,AUBURN,RG,77,55,91,52,,63,65,50
Jo Simmons,AUBURN,RT,77,71,85,62,,80,65,56
Dell Tatum,AUBURN,DT,76,65,89,63,,79,76,47
Elijah Melendez,AUBURN,MIKE,76,86,74,81,,87,84,78
Eric Winters,AUBURN,FS,76,91,72,86,,89,85,84
Jerricho Thompson,AUBURN,CB,76,91,55,90,,94,91,91
Darrion Smith,AUBURN,LEDG,75,77,79,75,,82,77,67
Fred Gaskin Iii,AUBURN,SS,75,87,63,83,,87,85,82
Hudson Kaak,AUBURN,P,75,66,61,59,,64,67,51
Jacoby Mathews,AUBURN,SS,75,90,72,85,,91,89,78
Lemarcus Bradley,AUBURN,SAM,75,81,73,85,,89,86,80
Scrap Richardson,AUBURN,CB,75,92,59,92,,92,90,91
Bret Mccollm,AUBURN,C,74,59,87,73,,74,73,54
Champ Anthony,AUBURN,FS,74,91,56,91,,95,91,92
Wilson Zierer,AUBURN,RT,74,68,82,67,,76,76,65
Hayden Coleman,AUBURN,C,73,51,94,64,,62,61,59
J.J. Faulk,AUBURN,REDG,73,83,72,81,,84,84,77
Sam Turner,AUBURN,WR,73,89,67,87,,91,92,86
Shadarius Toodle,AUBURN,SS,73,86,70,84,,87,86,79
Tavian Branch,AUBURN,DT,73,70,82,70,,80,80,65
Tristan Ti'A,AUBURN,QB,73,84,71,84,,85,84,83
Anquon Fegans,AUBURN,FS,72,88,57,86,,90,89,84
Bryce Deas,AUBURN,MIKE,72,85,67,86,,90,89,76
Cole Skinner,AUBURN,RG,72,53,90,51,,63,60,47
Demarcus Riddick,AUBURN,WILL,72,85,69,84,,92,90,79
Deryc Plazz,AUBURN,LG,72,67,82,77,,80,76,63
Saint Farrior,AUBURN,DT,72,64,83,63,,75,71,49
Adam Baldgoun-Ali,AUBURN,MIKE,71,87,71,84,,88,85,79
Garret Cummins,AUBURN,LT,71,68,80,80,,83,78,55
Terrelle Dupree,AUBURN,SAM,71,80,77,82,,89,83,76
Xavier Newsom,AUBURN,TE,71,80,69,84,,86,83,80
Cris Bethel,AUBURN,SAM,70,81,80,83,,89,87,78
Juston Cooper,AUBURN,FS,70,88,74,87,,91,84,84
Shamar Arnoux,AUBURN,CB,70,88,52,86,,90,89,84
Shawn Marshall,AUBURN,LG,70,53,95,63,,62,62,63
Tony Middleton,AUBURN,FS,70,89,69,88,,92,88,87
Walter Mathis Jr.,AUBURN,REDG,70,69,81,71,,75,79,64
Ed Backus,AUBURN,LT,69,64,84,75,,78,74,50
Gavin Jenkins,AUBURN,CB,69,90,46,88,,90,86,87
Tommy Nixon,AUBURN,RG,69,55,90,66,,69,66,56
Jason Henry,AUBURN,SS,68,88,69,86,,91,86,86
Jeff Reece,AUBURN,WILL,68,85,64,87,,93,86,85
Kory Pettigrew,AUBURN,WR,68,87,54,86,,89,87,83
Locklan Hewlett,AUBURN,QB,68,72,70,75,,75,75,72
Robb Huston,AUBURN,C,68,56,91,68,,66,67,50
Tai Buster,AUBURN,LT,68,72,80,70,,82,75,59
Hunter Hering,AUBURN,QB,67,75,71,74,,78,89,73
Kail Ellis,AUBURN,C,67,66,84,63,,72,69,57
Lucas Simmons,AUBURN,MIKE,67,80,73,83,,88,85,81
Quentavius Scandrett,BALL STATE,SS,79,88,62,85,,91,87,83
Willizhuan Yates,BALL STATE,CB,79,88,43,87,,92,88,85
Cincear Lewis,BALL STATE,WILL,77,83,81,79,,87,83,76
Donovan Hamilton,BALL STATE,WR,77,87,73,85,,86,89,82
Jabari Smith Jr.,BALL STATE,WR,77,90,49,91,,93,90,89
Chris Hood,BALL STATE,LT,76,54,87,52,,68,64,46
Tj Horton,BALL STATE,HB,76,88,70,82,,89,83,82
Derek Fields,BALL STATE,FS,75,89,60,86,,91,87,82
Jared Badie,BALL STATE,LEDG,75,81,71,79,,88,87,72
Elijah Jackson,BALL STATE,HB,74,89,56,87,,92,81,86
Jacob Jeudy,BALL STATE,RG,74,74,86,80,,78,78,52
Jalen Bonds,BALL STATE,HB,74,87,71,85,,89,85,85
Johnny Thompson Jr.,BALL STATE,HB,74,89,66,86,,91,88,84
Ben Marsh,BALL STATE,REDG,73,76,83,73,,80,78,64
Brody Boehm,BALL STATE,K,73,63,54,72,,71,92,67
Gavin Forsha,BALL STATE,MIKE,73,79,76,78,,83,78,73
Maverick Gracio,BALL STATE,REDG,73,76,79,72,,81,78,64
Zach Bandy,BALL STATE,LG,73,68,85,65,,74,56,52
Ameir Glenn,BALL STATE,DT,72,60,85,57,,68,66,42
Cj Nelson,BALL STATE,WR,72,90,55,91,,92,88,90
Isaiah Thacker,BALL STATE,WR,72,90,60,87,,87,84,86
Jamarion Mcdougle,BALL STATE,WR,72,87,46,85,,90,88,83
Layton Starks,BALL STATE,LEDG,72,83,78,81,,86,82,77
Luke Dalton,BALL STATE,RT,72,63,85,61,,75,75,51
Mikeah Webster,BALL STATE,MIKE,72,81,80,76,,81,79,73
Misael Sandoval,BALL STATE,LG,72,48,93,43,,55,63,41
Tristan Cook,BALL STATE,RT,72,61,81,63,,69,68,57
Chris Jackson,BALL STATE,CB,71,88,51,87,,92,84,85
Corey Thompson Jr.,BALL STATE,WR,71,89,59,87,,90,87,86
George Okorie,BALL STATE,LEDG,71,80,66,77,,87,79,67
Joe Graves,BALL STATE,K,71,69,52,66,,71,59,65
Juan Mcdougal,BALL STATE,WR,71,90,53,88,,91,87,88
Justin Thomas,BALL STATE,LEDG,71,74,76,74,,79,81,70
Keldric Luster,BALL STATE,QB,71,80,71,82,,84,74,82
Kendrick Gilbert,BALL STATE,DT,71,70,81,71,,77,75,56
Sean Ward,BALL STATE,TE,71,74,69,75,,78,71,69
Sterling Smith,BALL STATE,SS,71,86,65,83,,85,83,82
Tate Hoover,BALL STATE,TE,71,78,77,74,,82,74,72
Cole Stumbaugh,BALL STATE,P,70,57,64,55,,57,74,55
Deondre Shepherd,BALL STATE,FS,70,87,54,86,,90,86,85
Cole Mosier,BALL STATE,C,69,67,81,70,,77,78,55
Khristian Zachary,BALL STATE,DT,69,65,79,62,,76,75,45
Tyler Mizzell,BALL STATE,QB,69,77,56,79,,82,75,77
Ace Cooper,BALL STATE,WR,68,88,58,82,,89,75,73
Avery Stuart,BALL STATE,FS,68,87,59,85,,88,86,83
Dj Young,BALL STATE,WR,68,89,49,86,,89,85,86
Kamryn Davis-Ross,BALL STATE,REDG,68,74,71,72,,83,80,67
Keilan Smith,BALL STATE,DT,68,54,84,49,,64,67,42
Mason Riggins,BALL STATE,TE,68,76,77,75,,79,71,67
Maxwell Wentz,BALL STATE,C,68,68,82,61,,74,67,55
Reese Hill,BALL STATE,DT,68,71,76,72,,76,73,66
Donovan Lanier,BALL STATE,CB,67,85,40,85,,89,85,82
Eli Hohlt,BALL STATE,WR,67,86,52,85,,87,83,82
Kaleb Stewart,BALL STATE,WILL,67,80,72,84,,88,84,79
Mason Atkins,BALL STATE,QB,67,76,59,75,,76,80,76
Spencer Vaka,BALL STATE,DT,67,71,78,73,,78,81,64
Hosea Wheeler,BAYLOR,DT,84,70,91,64,,77,75,57
Dawson Pendergrass,BAYLOR,HB,83,88,78,83,,91,89,79
Dj Lagway,BAYLOR,QB,83,88,79,88,,91,87,86
Levar Thornton Jr.,BAYLOR,CB,83,90,59,89,,93,92,87
Travidon Barnes,BAYLOR,MIKE,83,85,81,79,,88,83,77
Gavin Freeman,BAYLOR,WR,82,90,57,90,,93,85,90
Jacob Redding,BAYLOR,FS,82,87,66,85,,90,91,84
Palmer Williams,BAYLOR,P,82,64,52,55,,62,55,55
Dre'Olon Miller,BAYLOR,WR,81,92,68,92,,92,93,92
Michael Turner,BAYLOR,HB,81,88,67,89,,91,88,86
Caden Knighten,BAYLOR,HB,80,90,70,87,,92,89,85
Colby Mccalister,BAYLOR,SS,80,90,65,88,,92,87,86
Devin Turner,BAYLOR,SS,80,87,71,85,,92,91,84
Javonte Bellmead,BAYLOR,HB,80,90,73,85,,93,87,86
Louis Brown Iv,BAYLOR,WR,80,90,62,88,,91,90,87
Garrick Ponder,BAYLOR,REDG,79,78,76,79,,84,76,71
Kamren Washington,BAYLOR,DT,79,71,85,64,,77,73,58
Jordan Mack,BAYLOR,LEDG,78,73,81,72,,82,68,65
Kaden Sieracki,BAYLOR,RT,78,54,89,55,,66,66,52
Zavion Hardy,BAYLOR,LEDG,78,74,83,72,,81,81,64
Devon Jordan,BAYLOR,CB,77,90,45,87,,90,86,87
Jaylin Jones,BAYLOR,LEDG,77,81,65,79,,88,84,75
Ryelan Morris,BAYLOR,HB,77,94,46,93,,95,90,88
Devonte Tezino,BAYLOR,DT,76,69,82,69,,75,72,56
Jae'Lin Battle,BAYLOR,DT,76,70,82,74,,78,76,71
Jamaal Whyce Jr.,BAYLOR,DT,76,57,82,61,,69,66,40
Jayden Rowe,BAYLOR,CB,76,94,74,92,,95,94,91
Ramsey Zellington,BAYLOR,HB,76,92,68,91,,97,88,94
Rhett Armstrong,BAYLOR,K,76,55,50,57,,57,64,52
Ryan Davis,BAYLOR,REDG,76,81,74,77,,85,80,72
Taz Williams Jr.,BAYLOR,WR,76,91,57,90,,93,92,88
Austin Ausberry,BAYLOR,SS,75,91,67,88,,90,89,85
Calvin Simpson-Hunt,BAYLOR,CB,75,93,59,91,,95,95,89
Cole Rhett,BAYLOR,LT,75,57,85,58,,68,69,52
Jackson Blackwell,BAYLOR,DT,75,70,81,68,,80,74,60
Kyler Jordan,BAYLOR,REDG,75,80,76,82,,86,85,74
London Smith,BAYLOR,WR,75,94,52,89,,92,86,88
Reggie Bush Ii,BAYLOR,CB,75,92,62,90,,92,88,89
Tyler Turner,BAYLOR,FS,75,89,70,87,,92,89,86
Chase Collier,BAYLOR,WR,74,89,47,87,,93,89,86
Daniel Cobbs,BAYLOR,CB,74,88,56,89,,91,85,90
Kyland Reed,BAYLOR,WILL,74,81,72,80,,85,82,76
Logan Moore,BAYLOR,RT,74,69,84,63,,75,73,45
Tony Livingston,BAYLOR,TE,74,78,83,77,,82,84,73
Braylen Jackson,BAYLOR,DT,73,66,83,65,,80,77,52
Lawson Petty,BAYLOR,LG,73,65,84,68,,74,69,55
Matthew Klopfenstein,BAYLOR,TE,73,78,78,80,,87,84,75
Matthew Parker,BAYLOR,RT,73,65,80,67,,73,73,58
Asher Hale,BAYLOR,LG,72,61,86,57,,73,58,52
Jadon Porter,BAYLOR,WR,72,88,59,88,,90,90,85
Micah Gifford,BAYLOR,FS,71,88,75,86,,87,85,84
Paul Solaita,BAYLOR,LEDG,71,71,84,74,,79,77,63
Stilton Mckelvey,BAYLOR,CB,71,87,67,86,,89,88,83
Bo Onu,BAYLOR,SS,70,86,63,86,,88,87,84
Daemian Wimberly,BAYLOR,REDG,70,75,73,74,,79,78,66
Isaiah Robinson,BAYLOR,LT,70,57,84,52,,69,71,48
Kai Wesley,BAYLOR,TE,70,80,72,80,,83,88,82
Koltin Sieracki,BAYLOR,RG,70,61,85,60,,76,73,55
Trent Thomas,BAYLOR,LEDG,70,74,72,73,,83,80,65
Yakiri Walker,BAYLOR,C,70,65,79,63,,74,77,56
Bryce Jackson-Jones,BAYLOR,CB,69,90,60,88,,93,88,87
Chance Brandt,BAYLOR,LEDG,69,71,83,73,,79,77,63
Colin Peacock,BAYLOR,FS,69,88,57,84,,91,88,84
James Borzor,BAYLOR,CB,69,90,63,90,,93,88,87
Kyler Beaty,BAYLOR,CB,69,88,53,92,,90,85,92
Nate Kibble,BAYLOR,RG,69,60,87,52,,65,61,50
Jj Shelton,BAYLOR,SAM,68,83,59,84,,89,86,76
Jordan Davis,BAYLOR,SS,68,87,60,86,,89,91,85
